chr	start	end	strand	transcript_id	gene_name	TSS
chr2	158383279	158485376	-	NM_001111033	ACVR1C	158485376
chr2	158592959	158732374	-	NM_001347664	ACVR1	158732374
chr2	158592959	158695142	-	NM_001347667	ACVR1	158695142
chr2	158592959	158732374	-	NM_001347666	ACVR1	158732374
chr2	158592959	158732374	-	NM_001347665	ACVR1	158732374
chr2	158592959	158732374	-	NM_001347663	ACVR1	158732374
chr2	158592959	158731511	-	NM_001105	ACVR1	158731511
chr2	158592959	158732842	-	NM_001111067	ACVR1	158732842
chr2	158851691	158992666	+	NM_001135098	UPP2	158851691
chr2	158958382	158992666	+	NM_173355	UPP2	158958382
chr2	159023162	159092681	+	NR_038850	CCDC148-AS1	159023162
chr2	159027585	159313265	-	NM_138803	CCDC148	159313265
chr2	159027869	159313265	-	NM_001301684	CCDC148	159313265
chr2	159195105	159313265	-	NM_001301685	CCDC148	159313265
chr2	159313392	159523172	+	NM_001304971	PKP4	159313392
chr2	159313464	159539400	+	NM_003628	PKP4	159313464
chr2	159313464	159539400	+	NM_001304969	PKP4	159313464
chr2	159313464	159539400	+	NM_001005476	PKP4	159313464
chr2	159313464	159539400	+	NM_001304970	PKP4	159313464
chr2	159514849	159591514	-	NR_135242	PKP4-AS1	159591514
chr2	159651829	159672502	+	NM_001017920	DAPL1	159651829
chr2	159825146	160089170	+	NM_001145909	TANC1	159825146
chr2	159825146	160089170	+	NM_001350062	TANC1	159825146
chr2	159825146	160089170	+	NM_001350063	TANC1	159825146
chr2	159825146	160089170	+	NM_001350064	TANC1	159825146
chr2	159825146	160089170	+	NM_001350065	TANC1	159825146
chr2	159825152	159948315	+	NR_146421	TANC1	159825152
chr2	159825152	160089170	+	NM_033394	TANC1	159825152
chr2	160043346	160043412	+	NR_106948	MIR6888	160043346
chr2	160092310	160143214	-	NM_001330274	WDSUB1	160143214
chr2	160092310	160143214	-	NM_001128212	WDSUB1	160143214
chr2	160092310	160143214	-	NM_001330280	WDSUB1	160143214
chr2	160092310	160143214	-	NM_001330277	WDSUB1	160143214
chr2	160092310	160143214	-	NM_001330278	WDSUB1	160143214
chr2	160092310	160143214	-	NM_001330279	WDSUB1	160143214
chr2	160092310	160143214	-	NM_152528	WDSUB1	160143214
chr2	160092310	160143214	-	NM_001330276	WDSUB1	160143214
chr2	160092310	160143214	-	NM_001307994	WDSUB1	160143214
chr2	160092310	160143214	-	NM_001128213	WDSUB1	160143214
chr2	160175490	160473059	-	NM_013450	BAZ2B	160473059
chr2	160175490	160473059	-	NM_001329857	BAZ2B	160473059
chr2	160175490	160472076	-	NM_001329858	BAZ2B	160472076
chr2	160175490	160473112	-	NM_001289975	BAZ2B	160473112
chr2	160471805	160474553	+	NR_110587	LOC643072	160471805
chr2	160471805	160474553	+	NR_110588	LOC643072	160471805
chr2	160549707	160568953	-	NR_110586	BAZ2B	160568953
chr2	160569017	160627538	+	NM_001282805	MARCHF7	160569017
chr2	160569017	160627538	+	NM_022826	MARCHF7	160569017
chr2	160569017	160625084	+	NM_001376234	MARCHF7	160569017
chr2	160569017	160625084	+	NM_001376235	MARCHF7	160569017
chr2	160569017	160625084	+	NM_001376236	MARCHF7	160569017
chr2	160569017	160625084	+	NM_001376237	MARCHF7	160569017
chr2	160569017	160625084	+	NM_001376238	MARCHF7	160569017
chr2	160569017	160625084	+	NM_001376239	MARCHF7	160569017
chr2	160569017	160625084	+	NM_001376240	MARCHF7	160569017
chr2	160569017	160625084	+	NM_001376241	MARCHF7	160569017
chr2	160569017	160625084	+	NM_001376242	MARCHF7	160569017
chr2	160569017	160625084	+	NM_001376243	MARCHF7	160569017
chr2	160569017	160625084	+	NM_001376244	MARCHF7	160569017
chr2	160569017	160625084	+	NM_001376245	MARCHF7	160569017
chr2	160569017	160625084	+	NM_001376246	MARCHF7	160569017
chr2	160569017	160625084	+	NM_001376247	MARCHF7	160569017
chr2	160569017	160625084	+	NM_001376248	MARCHF7	160569017
chr2	160569017	160625084	+	NM_001376249	MARCHF7	160569017
chr2	160569017	160625084	+	NM_001376250	MARCHF7	160569017
chr2	160569017	160625084	+	NM_001376251	MARCHF7	160569017
chr2	160569017	160625084	+	NM_001376252	MARCHF7	160569017
chr2	160569017	160625084	+	NM_001376253	MARCHF7	160569017
chr2	160569017	160625084	+	NM_001376254	MARCHF7	160569017
chr2	160569017	160625084	+	NM_001376255	MARCHF7	160569017
chr2	160569017	160625084	+	NR_164789	MARCHF7	160569017
chr2	160569017	160625084	+	NR_164790	MARCHF7	160569017
chr2	160569017	160625084	+	NR_164791	MARCHF7	160569017
chr2	160569017	160625084	+	NR_164792	MARCHF7	160569017
chr2	160569017	160625084	+	NR_164793	MARCHF7	160569017
chr2	160569017	160625084	+	NR_164794	MARCHF7	160569017
chr2	160569017	160625084	+	NR_164795	MARCHF7	160569017
chr2	160569017	160625094	+	NM_001282806	MARCHF7	160569017
chr2	160590475	160627538	+	NM_001282807	MARCHF7	160590475
chr2	160625139	160654719	-	NM_014880	CD302	160654719
chr2	160625139	160761267	-	NM_001198759	LY75-CD302	160761267
chr2	160625139	160761267	-	NM_001198760	LY75-CD302	160761267
chr2	160625139	160654766	-	NM_001198764	CD302	160654766
chr2	160625139	160654766	-	NM_001198763	CD302	160654766
chr2	160659867	160761267	-	NM_002349	LY75	160761267
chr2	160788517	160919126	-	NM_007366	PLA2R1	160919126
chr2	160788517	160919126	-	NM_001195641	PLA2R1	160919126
chr2	160802326	160919126	-	NM_001007267	PLA2R1	160919126
chr2	160956177	161056824	-	NM_001282354	ITGB6	161056824
chr2	160956182	161056783	-	NM_001282390	ITGB6	161056783
chr2	160956182	161056783	-	NM_001282389	ITGB6	161056783
chr2	160956182	161056783	-	NM_001282388	ITGB6	161056783
chr2	160956182	161056783	-	NM_001282355	ITGB6	161056783
chr2	160956182	161056783	-	NM_000888	ITGB6	161056783
chr2	160956182	161056783	-	NM_001282353	ITGB6	161056783
chr2	161114230	161128406	-	NR_103775	LINC02478	161128406
chr2	161128662	161350318	-	NM_016836	RBMS1	161350318
chr2	161128662	161350318	-	NM_002897	RBMS1	161350318
chr2	161264321	161264393	-	NR_039946	MIR4785	161264393
chr2	161993466	162061490	+	NM_133484	TANK	161993466
chr2	161993474	162092724	+	NM_004180	TANK	161993474
chr2	162016939	162092724	+	NM_001199135	TANK	162016939
chr2	162079769	162111154	-	NR_110593	LOC101929512	162111154
chr2	162101250	162105561	+	NR_110163	LINC01806	162101250
chr2	162101250	162105561	+	NR_110164	LINC01806	162101250
chr2	162164936	162268228	+	NM_005805	PSMD14	162164936
chr2	162272808	162282381	+	NM_006593	TBR1	162272808
chr2	162355578	162364413	-	NR_077058	AHCTF1P1	162364413
chr2	162480845	162841786	+	NM_001178016	SLC4A10	162480845
chr2	162480845	162841786	+	NM_001354450	SLC4A10	162480845
chr2	162480926	162841779	+	NM_001354440	SLC4A10	162480926
chr2	162480926	162841779	+	NM_001178015	SLC4A10	162480926
chr2	162480926	162841779	+	NM_001354460	SLC4A10	162480926
chr2	162480926	162841779	+	NM_001354453	SLC4A10	162480926
chr2	162480926	162841779	+	NM_001354455	SLC4A10	162480926
chr2	162480926	162841779	+	NM_001354461	SLC4A10	162480926
chr2	162480926	162841779	+	NM_001354447	SLC4A10	162480926
chr2	162480926	162841779	+	NM_001354441	SLC4A10	162480926
chr2	162480926	162841779	+	NM_001354443	SLC4A10	162480926
chr2	162480926	162841779	+	NM_001354448	SLC4A10	162480926
chr2	162480926	162841779	+	NM_001354449	SLC4A10	162480926
chr2	162480926	162841779	+	NM_001354451	SLC4A10	162480926
chr2	162480926	162841779	+	NM_001354445	SLC4A10	162480926
chr2	162480926	162841779	+	NM_001354446	SLC4A10	162480926
chr2	162480926	162841779	+	NM_001354442	SLC4A10	162480926
chr2	162480926	162841779	+	NM_001354444	SLC4A10	162480926
chr2	162480926	162841779	+	NM_022058	SLC4A10	162480926
chr2	162848755	162930725	-	NM_001935	DPP4	162930725
chr2	162931367	162934442	+	NR_147697	DPP4-DT	162931367
chr2	162970951	163029243	+	NR_110255	LOC101929532	162970951
chr2	162999392	163008757	-	NM_002054	GCG	163008757
chr2	163027194	163099955	-	NM_004460	FAP	163099955
chr2	163027194	163099955	-	NM_001291807	FAP	163099955
chr2	163123584	163175194	-	NM_022168	IFIH1	163175194
chr2	163175273	163219618	+	NM_001330268	GCA	163175273
chr2	163175273	163219618	+	NM_001330266	GCA	163175273
chr2	163175273	163219618	+	NM_001330265	GCA	163175273
chr2	163175492	163219618	+	NM_001330267	GCA	163175492
chr2	163200642	163219632	+	NM_012198	GCA	163200642
chr2	163200878	163219632	+	NM_001330271	GCA	163200878
chr2	163200878	163219632	+	NM_001330270	GCA	163200878
chr2	163227917	163695277	-	NM_033272	KCNH7	163695277
chr2	163279757	163695277	-	NM_173162	KCNH7	163695277
chr2	163625446	163654482	+	NR_110258	KCNH7-AS1	163625446
chr2	164459122	164592518	-	NM_018086	FIGN	164592518
chr2	164459122	164592518	-	NM_001321825	FIGN	164592518
chr2	165348927	165425005	-	NM_001303422	GRB14	165425005
chr2	165348927	165477992	-	NM_004490	GRB14	165477992
chr2	165514441	165698586	-	NM_001365671	COBLL1	165698586
chr2	165536698	165698333	-	NM_001365675	COBLL1	165698333
chr2	165536698	165698333	-	NM_001365674	COBLL1	165698333
chr2	165536698	165698586	-	NM_001365670	COBLL1	165698586
chr2	165536698	165698586	-	NM_001278458	COBLL1	165698586
chr2	165536698	165698333	-	NM_001365673	COBLL1	165698333
chr2	165536698	165698586	-	NM_001278460	COBLL1	165698586
chr2	165536698	165698333	-	NM_001365672	COBLL1	165698333
chr2	165536698	165697942	-	NM_001278461	COBLL1	165697942
chr2	165536698	165697942	-	NM_014900	COBLL1	165697942
chr2	165544153	165544287	-	NR_033309	SNORA70F	165544287
chr2	165697259	165705906	+	NR_110574	LOC101929633	165697259
chr2	165754709	165812035	-	NM_001351538	SLC38A11	165812035
chr2	165754709	165812035	-	NM_001351537	SLC38A11	165812035
chr2	165754709	165812035	-	NM_001199148	SLC38A11	165812035
chr2	165754709	165812035	-	NM_001351539	SLC38A11	165812035
chr2	165754709	165812035	-	NM_001351540	SLC38A11	165812035
chr2	165754709	165812035	-	NM_173512	SLC38A11	165812035
chr2	165944036	166060560	-	NM_006922	SCN3A	166060560
chr2	165944036	166060560	-	NM_001081676	SCN3A	166060560
chr2	165944036	166060560	-	NM_001081677	SCN3A	166060560
chr2	166095924	166248814	+	NM_001040142	SCN2A	166095924
chr2	166095924	166248814	+	NM_001371246	SCN2A	166095924
chr2	166095924	166248814	+	NM_001040143	SCN2A	166095924
chr2	166097570	166248814	+	NM_001371247	SCN2A	166097570
chr2	166150565	166248814	+	NM_021007	SCN2A	166150565
chr2	166326208	166545917	+	NM_001172173	CSRNP3	166326208
chr2	166428846	166545917	+	NM_024969	CSRNP3	166428846
chr2	166604098	166650757	-	NM_004482	GALNT3	166650757
chr2	166713986	166728451	-	NR_045375	LOC100506124	166728451
chr2	166729872	166810286	-	NM_024753	TTC21B	166810286
chr2	166790367	166804831	+	NR_038983	TTC21B-AS1	166790367
chr2	166790367	166804831	+	NR_038984	TTC21B-AS1	166790367
chr2	166813928	166892910	+	NR_110598	LOC102724058	166813928
chr2	166841151	166984530	-	NM_001353957	SCN1A	166984530
chr2	166841151	166984530	-	NM_001353952	SCN1A	166984530
chr2	166841151	166984530	-	NM_001353948	SCN1A	166984530
chr2	166841151	166984530	-	NM_001165964	SCN1A	166984530
chr2	166841151	166984530	-	NM_001353954	SCN1A	166984530
chr2	166841151	167005671	-	NM_001353958	SCN1A	167005671
chr2	166841151	166984530	-	NM_001165963	SCN1A	166984530
chr2	166841151	166984530	-	NM_001353951	SCN1A	166984530
chr2	166841151	167005671	-	NM_001353950	SCN1A	167005671
chr2	166841151	167005671	-	NM_001202435	SCN1A	167005671
chr2	166841151	166984530	-	NR_148667	SCN1A	166984530
chr2	166841151	167005671	-	NM_001353949	SCN1A	167005671
chr2	166841151	166984530	-	NM_001353961	SCN1A	166984530
chr2	166841151	166984530	-	NM_001353960	SCN1A	166984530
chr2	166841151	166984530	-	NM_006920	SCN1A	166984530
chr2	166841151	166984530	-	NM_001353955	SCN1A	166984530
chr2	166938041	167158293	+	NR_110260	SCN1A-AS1	166938041
chr2	167051697	167232454	-	NM_001365536	SCN9A	167232454
chr2	167051697	167232497	-	NM_002977	SCN9A	167232497
chr2	167260083	167343481	-	NR_045628	SCN7A	167343481
chr2	167260083	167343481	-	NM_002976	SCN7A	167343481
chr2	167744997	168116261	+	NM_001079810	XIRP2	167744997
chr2	167744997	168116261	+	NM_001199143	XIRP2	167744997
chr2	167744997	168116261	+	NM_152381	XIRP2	167744997
chr2	167979319	167997465	-	NR_046665	XIRP2-AS1	167997465
chr2	168043882	168116261	+	NM_001199144	XIRP2	168043882
chr2	168043882	168116261	+	NM_001199145	XIRP2	168043882
chr2	168671284	168797654	-	NR_131227	B3GALT1-AS1	168797654
chr2	168675182	168727366	+	NM_020981	B3GALT1	168675182
chr2	168810532	169104105	-	NM_013233	STK39	169104105
chr2	169312782	169631644	+	NM_001256126	CERS6	169312782
chr2	169312782	169631644	+	NM_203463	CERS6	169312782
chr2	169439453	169439528	+	NR_039933	MIR4774	169439453
chr2	169628461	169642939	-	NR_045786	CERS6-AS1	169642939
chr2	169628461	169642939	-	NR_045787	CERS6-AS1	169642939
chr2	169643049	169721849	+	NM_001171631	NOSTRIN	169643049
chr2	169659100	169721849	+	NM_001171632	NOSTRIN	169659100
chr2	169659100	169721849	+	NM_001039724	NOSTRIN	169659100
chr2	169659107	169721849	+	NM_052946	NOSTRIN	169659107
chr2	169727401	169746940	-	NM_020675	SPC25	169746940
chr2	169757801	169766510	+	NM_001081686	G6PC2	169757801
chr2	169757801	169766510	+	NM_021176	G6PC2	169757801
chr2	169777291	169887834	-	NM_003742	ABCB11	169887834
chr2	169923587	169952677	+	NM_199204	DHRS9	169923587
chr2	169923587	169952677	+	NM_001289763	DHRS9	169923587
chr2	169929085	169952677	+	NM_001142270	DHRS9	169929085
chr2	169937617	169952677	+	NM_001142271	DHRS9	169937617
chr2	169983619	170219044	-	NM_004525	LRP2	170219044
chr2	170336004	170363165	+	NM_152384	BBS5	170336004
chr2	170366212	170382767	+	NM_006063	KLHL41	170366212
chr2	170385018	170430431	-	NM_001322048	FASTKD1	170430431
chr2	170385018	170430431	-	NM_001281476	FASTKD1	170430431
chr2	170385018	170430431	-	NM_001322049	FASTKD1	170430431
chr2	170385018	170430431	-	NR_104020	FASTKD1	170430431
chr2	170385018	170430375	-	NM_024622	FASTKD1	170430375
chr2	170385018	170430431	-	NM_001322046	FASTKD1	170430431
chr2	170440861	170497915	+	NM_004792	PPIG	170440861
chr2	170501935	170550915	-	NM_001085447	CCDC173	170550915
chr2	170550964	170558218	+	NM_001199285	PHOSPHO2	170550964
chr2	170550964	170558218	+	NM_001199286	PHOSPHO2	170550964
chr2	170550964	170558218	+	NM_001199287	PHOSPHO2	170550964
chr2	170550964	170558218	+	NM_001199288	PHOSPHO2	170550964
chr2	170550979	170558218	+	NM_001008489	PHOSPHO2	170550979
chr2	170550979	170608388	+	NM_001199290	PHOSPHO2-KLHL23	170550979
chr2	170550979	170608388	+	NR_144936	PHOSPHO2-KLHL23	170550979
chr2	170590342	170608388	+	NM_144711	KLHL23	170590342
chr2	170655381	170668571	+	NM_003142	SSB	170655381
chr2	170655812	170668571	+	NM_001294145	SSB	170655812
chr2	170668267	170681441	-	NM_001293187	METTL5	170681441
chr2	170668267	170681415	-	NM_014168	METTL5	170681415
chr2	170668267	170681441	-	NM_001293186	METTL5	170681441
chr2	170672789	170672888	+	NR_145754	SNORD3K	170672789
chr2	170683964	170940639	+	NM_172070	UBR3	170683964
chr2	171034657	171511677	+	NR_045683	MYO3B	171034657
chr2	171034657	171511677	+	NM_001083615	MYO3B	171034657
chr2	171034657	171511677	+	NM_138995	MYO3B	171034657
chr2	171034657	171511677	+	NR_045682	MYO3B	171034657
chr2	171034657	171511677	+	NR_045684	MYO3B	171034657
chr2	171197027	171207453	-	NR_110576	MYO3B-AS1	171207453
chr2	171556878	171627276	-	NR_110185	LOC101926913	171627276
chr2	171568949	171571077	-	NR_027433	LINC01124	171571077
chr2	171571847	171574588	+	NM_001003845	SP5	171571847
chr2	171627192	171634619	+	NR_110644	ERICH2	171627192
chr2	171627192	171655481	+	NM_001290030	ERICH2	171627192
chr2	171627192	171634619	+	NM_001290031	ERICH2	171627192
chr2	171640301	171655487	+	NM_001289947	ERICH2	171640301
chr2	171673200	171699269	+	NM_013445	GAD1	171673200
chr2	171673397	171717659	+	NM_000817	GAD1	171673397
chr2	171784987	171823640	+	NM_001201428	GORASP2	171784987
chr2	171785763	171823640	+	NM_015530	GORASP2	171785763
chr2	171847333	171923483	-	NM_001136555	TLK1	171923483
chr2	171847333	172087803	-	NM_001136554	TLK1	172087803
chr2	171847333	172017403	-	NM_012290	TLK1	172017403
chr2	172172256	172291282	-	NM_001321157	METTL8	172291282
chr2	172172256	172291282	-	NM_001321158	METTL8	172291282
chr2	172172256	172290500	-	NM_001321160	METTL8	172290500
chr2	172172256	172290500	-	NM_001321155	METTL8	172290500
chr2	172172256	172290500	-	NM_001321154	METTL8	172290500
chr2	172172256	172291313	-	NM_024770	METTL8	172291313
chr2	172172256	172290500	-	NM_001321156	METTL8	172290500
chr2	172172256	172290500	-	NM_001321159	METTL8	172290500
chr2	172172256	172290500	-	NM_001321162	METTL8	172290500
chr2	172172256	172291282	-	NR_135568	METTL8	172291282
chr2	172172256	172291282	-	NM_001321161	METTL8	172291282
chr2	172290736	172341562	+	NR_028482	DCAF17	172290736
chr2	172290736	172341562	+	NM_025000	DCAF17	172290736
chr2	172290761	172341562	+	NM_001164821	DCAF17	172290761
chr2	172378743	172414639	+	NM_001256909	CYBRD1	172378743
chr2	172378984	172414639	+	NM_001127383	CYBRD1	172378984
chr2	172378984	172414639	+	NM_024843	CYBRD1	172378984
chr2	172543979	172606668	+	NM_001271790	DYNC1I2	172543979
chr2	172543979	172606668	+	NM_001271786	DYNC1I2	172543979
chr2	172543979	172606668	+	NM_001378	DYNC1I2	172543979
chr2	172543979	172606668	+	NM_001271788	DYNC1I2	172543979
chr2	172543979	172606668	+	NM_001320882	DYNC1I2	172543979
chr2	172544265	172606668	+	NM_001271785	DYNC1I2	172544265
chr2	172544265	172606668	+	NM_001320884	DYNC1I2	172544265
chr2	172544265	172606668	+	NM_001271789	DYNC1I2	172544265
chr2	172544265	172606668	+	NM_001271787	DYNC1I2	172544265
chr2	172544265	172606668	+	NM_001320883	DYNC1I2	172544265
chr2	172639915	172750754	-	NM_003705	SLC25A12	172750754
chr2	172639915	172750816	-	NR_047549	SLC25A12	172750816
chr2	172778935	172848600	+	NR_027862	HAT1	172778935
chr2	172778971	172848600	+	NM_003642	HAT1	172778971
chr2	172864860	172947157	+	NM_199227	METAP1D	172864860
chr2	172864860	172947157	+	NR_136276	METAP1D	172864860
chr2	172864860	172947157	+	NR_136273	METAP1D	172864860
chr2	172864860	172947157	+	NM_001322278	METAP1D	172864860
chr2	172864860	172947157	+	NM_001322279	METAP1D	172864860
chr2	172950235	172954401	+	NM_178120	DLX1	172950235
chr2	172950235	172954401	+	NM_001038493	DLX1	172950235
chr2	172964166	172967628	-	NM_004405	DLX2	172967628
chr2	172967734	172974710	+	NR_126376	DLX2-DT	172967734
chr2	173292064	173371186	+	NM_001316306	ITGA6	173292064
chr2	173292314	173371186	+	NM_001365530	ITGA6	173292314
chr2	173292314	173371186	+	NM_001365529	ITGA6	173292314
chr2	173292314	173371186	+	NM_001079818	ITGA6	173292314
chr2	173292314	173371186	+	NM_000210	ITGA6	173292314
chr2	173328991	173330750	-	NR_157573	ITGA6-AS1	173330750
chr2	173420101	173490351	+	NR_103731	PDK1	173420101
chr2	173420818	173473397	+	NM_001278549	PDK1	173420818
chr2	173420818	173473397	+	NM_002610	PDK1	173420818
chr2	173420818	173463866	+	NR_103729	PDK1	173420818
chr2	173587917	173600934	-	NR_026995	RAPGEF4-AS1	173600934
chr2	173600573	173917620	+	NM_007023	RAPGEF4	173600573
chr2	173600573	173837346	+	NM_001375875	RAPGEF4	173600573
chr2	173600573	173837346	+	NM_001375876	RAPGEF4	173600573
chr2	173600573	173917620	+	NM_001375864	RAPGEF4	173600573
chr2	173600573	173917620	+	NM_001375865	RAPGEF4	173600573
chr2	173600573	173917620	+	NM_001375866	RAPGEF4	173600573
chr2	173600573	173917620	+	NM_001375867	RAPGEF4	173600573
chr2	173600573	173917620	+	NM_001375868	RAPGEF4	173600573
chr2	173600573	173917620	+	NM_001375869	RAPGEF4	173600573
chr2	173600573	173917620	+	NM_001375870	RAPGEF4	173600573
chr2	173600573	173917620	+	NM_001375871	RAPGEF4	173600573
chr2	173600573	173917620	+	NM_001375872	RAPGEF4	173600573
chr2	173600573	173917620	+	NM_001375873	RAPGEF4	173600573
chr2	173600573	173917620	+	NM_001375874	RAPGEF4	173600573
chr2	173600573	173917620	+	NR_164739	RAPGEF4	173600573
chr2	173600573	173917620	+	NR_164740	RAPGEF4	173600573
chr2	173600573	173917620	+	NR_164741	RAPGEF4	173600573
chr2	173686553	173917620	+	NM_001100397	RAPGEF4	173686553
chr2	173724870	173917620	+	NM_001282899	RAPGEF4	173724870
chr2	173724870	173917620	+	NM_001282900	RAPGEF4	173724870
chr2	173792880	173917620	+	NM_001282901	RAPGEF4	173792880
chr2	173940574	174132743	+	NM_016653	MAP3K20	173940574
chr2	173940574	174091873	+	NM_133646	MAP3K20	173940574
chr2	174062441	174146764	-	NR_033882	MAP3K20-AS1	174146764
chr2	174219600	174233721	+	NM_145810	CDCA7	174219600
chr2	174219600	174233721	+	NM_031942	CDCA7	174219600
chr2	174765505	174828608	-	NM_001017371	SP3	174828608
chr2	174771187	174830430	-	NM_003111	SP3	174830430
chr2	174771187	174830430	-	NM_001172712	SP3	174830430
chr2	174890008	174891885	+	NR_136175	LINC01960	174890008
chr2	174937175	175113260	-	NM_013341	OLA1	175113260
chr2	174937175	175113260	-	NM_001328688	OLA1	175113260
chr2	174937175	175113260	-	NM_001011708	OLA1	175113260
chr2	175190755	175195370	+	NR_038897	LINC01305	175190755
chr2	175199682	175203228	+	NM_001145250	SP9	175199682
chr2	175212750	175260440	-	NM_004882	CIR1	175260440
chr2	175260457	175294303	+	NM_001193528	SCRN3	175260457
chr2	175260458	175294303	+	NM_024583	SCRN3	175260458
chr2	175296300	175351816	-	NM_001267051	GPR155	175351816
chr2	175296300	175351757	-	NM_001267050	GPR155	175351757
chr2	175296300	175351757	-	NM_001033045	GPR155	175351757
chr2	175296300	175351757	-	NM_152529	GPR155	175351757
chr2	175422694	175422800	-	NR_104080_8	RNU6-9	175422800
chr2	175422694	175422800	-	NR_125730_8	RNU6-2	175422800
chr2	175422695	175422800	-	NR_004394_8	RNU6-1	175422800
chr2	175422695	175422800	-	NR_104084_8	RNU6-7	175422800
chr2	175422695	175422800	-	NR_104088_8	RNU6-8	175422800
chr2	175424302	175499333	-	NM_003387	WIPF1	175499333
chr2	175424302	175547627	-	NM_001077269	WIPF1	175547627
chr2	175424302	175462532	-	NM_001375834	WIPF1	175462532
chr2	175424302	175499333	-	NM_001375832	WIPF1	175499333
chr2	175424302	175499333	-	NM_001375833	WIPF1	175499333
chr2	175424302	175499333	-	NM_001375839	WIPF1	175499333
chr2	175424302	175547641	-	NM_001375835	WIPF1	175547641
chr2	175435897	175462959	-	NM_001375838	WIPF1	175462959
chr2	175435897	175499333	-	NM_001375837	WIPF1	175499333
chr2	175435897	175547641	-	NM_001375836	WIPF1	175547641
chr2	175584528	175585569	+	NR_002315_2	H3P6	175584528
chr2	175612322	175629200	-	NM_001039523	CHRNA1	175629200
chr2	175612322	175629200	-	NM_000079	CHRNA1	175629200
chr2	175663537	175870109	-	NM_001822	CHN1	175870109
chr2	175664041	175870109	-	NM_001371513	CHN1	175870109
chr2	175664041	175870109	-	NM_001025201	CHN1	175870109
chr2	175664041	175712283	-	NM_001206602	CHN1	175712283
chr2	175664041	175869808	-	NM_001371514	CHN1	175869808
chr2	175664041	175870109	-	NR_038133	CHN1	175870109
chr2	175936978	176032934	-	NM_001256091	ATF2	176032934
chr2	175936987	176032931	-	NR_045770	ATF2	176032931
chr2	175936987	176032931	-	NR_045774	ATF2	176032931
chr2	175936987	176032931	-	NR_045773	ATF2	176032931
chr2	175936987	176032931	-	NM_001880	ATF2	176032931
chr2	175936987	176032931	-	NR_045769	ATF2	176032931
chr2	175936987	176032931	-	NM_001256093	ATF2	176032931
chr2	175936987	176032931	-	NM_001256092	ATF2	176032931
chr2	175936987	176032931	-	NM_001256090	ATF2	176032931
chr2	175936987	176032931	-	NR_045772	ATF2	176032931
chr2	175936987	176032931	-	NR_045771	ATF2	176032931
chr2	175936987	176032931	-	NR_045768	ATF2	176032931
chr2	175978971	176032934	-	NM_001256094	ATF2	176032934
chr2	176032361	176032437	-	NR_030630	MIR933	176032437
chr2	176040986	176046438	-	NM_001190329	ATP5MC3	176046438
chr2	176040986	176046438	-	NM_001689	ATP5MC3	176046438
chr2	176040986	176046438	-	NM_001002258	ATP5MC3	176046438
chr2	176788610	176866995	-	NM_030650	LNPK	176866995
chr2	176788610	176866995	-	NM_001305011	LNPK	176866995
chr2	176788610	176867548	-	NR_130941	LNPK	176867548
chr2	176788620	176867073	-	NM_001305010	LNPK	176867073
chr2	176788620	176867073	-	NM_001305009	LNPK	176867073
chr2	176788620	176867073	-	NM_001305008	LNPK	176867073
chr2	176944835	176948690	-	NM_001080458	EVX2	176948690
chr2	176957449	176960672	+	NM_000523	HOXD13	176957449
chr2	176964523	176967217	+	NM_021193	HOXD12	176964523
chr2	176972008	176974482	+	NM_021192	HOXD11	176972008
chr2	176981506	176984665	+	NM_002148	HOXD10	176981506
chr2	176987447	176989664	+	NM_014213	HOXD9	176987447
chr2	176994433	176997423	+	NM_019558	HOXD8	176994433
chr2	176994433	176997423	+	NM_001199747	HOXD8	176994433
chr2	176994433	176997423	+	NM_001199746	HOXD8	176994433
chr2	176999569	177001826	-	NR_038435	HOXD-AS2	177001826
chr2	177001340	177005119	+	NR_148241	LOC401021	177001340
chr2	177015031	177015140	+	NR_029609	MIR10B	177015031
chr2	177016278	177017954	+	NM_014621	HOXD4	177016278
chr2	177022035	177037826	+	NM_006898	HOXD3	177022035
chr2	177037917	177042857	-	NR_110467	HAGLR	177042857
chr2	177037917	177053300	-	NR_110466	HAGLR	177053300
chr2	177037917	177053300	-	NR_110465	HAGLR	177053300
chr2	177037917	177053686	-	NR_033979	HAGLR	177053686
chr2	177037917	177042857	-	NR_110464	HAGLR	177042857
chr2	177037917	177042857	-	NR_110463	HAGLR	177042857
chr2	177037917	177042857	-	NR_110462	HAGLR	177042857
chr2	177037917	177052997	-	NR_110461	HAGLR	177052997
chr2	177037917	177053300	-	NR_110460	HAGLR	177053300
chr2	177037917	177053300	-	NR_110459	HAGLR	177053300
chr2	177037917	177042857	-	NR_110468	HAGLR	177042857
chr2	177037917	177042857	-	NR_110458	HAGLR	177042857
chr2	177042894	177043737	+	NR_110457	HAGLROS	177042894
chr2	177053396	177055635	+	NM_024501	HOXD1	177053396
chr2	177053571	177053629	+	NR_106991	MIR7704	177053571
chr2	177134170	177202753	+	NM_001006635	MTX2	177134170
chr2	177134170	177202753	+	NM_001319097	MTX2	177134170
chr2	177134170	177202753	+	NM_001319098	MTX2	177134170
chr2	177134170	177202753	+	NM_006554	MTX2	177134170
chr2	177465708	177465780	-	NR_031648	MIR1246	177465780
chr2	177494309	177502302	-	NR_040001	LINC01116	177502302
chr2	177502482	177520686	+	NR_110599	LINC01117	177502482
chr2	178076123	178077139	-	NR_157853	LOC105373759	178077139
